"stationName","parameters","value","datetime_UTC","localDateTime","unit","longitude","latitude"
"Dang","pm25",20.2,"2019-07-18 18:19:00","2019-07-19 00:04:00","µg/m3",82.5346,27.9914
"Dang","pm25",20,"2019-07-18 18:29:00","2019-07-19 00:14:00","µg/m3",82.5346,27.9914
"Dang","pm25",20.4,"2019-07-18 18:39:00","2019-07-19 00:24:00","µg/m3",82.5346,27.9914
"Dang","pm25",19.1,"2019-07-18 18:49:00","2019-07-19 00:34:00","µg/m3",82.5346,27.9914
"Dang","pm25",18.8,"2019-07-18 18:57:00","2019-07-19 00:42:00","µg/m3",82.5346,27.9914
"Dang","pm25",18.4,"2019-07-18 19:09:00","2019-07-19 00:54:00","µg/m3",82.5346,27.9914
"Dang","pm25",19.5,"2019-07-18 19:18:00","2019-07-19 01:03:00","µg/m3",82.5346,27.9914
"Dang","pm25",18.5,"2019-07-18 19:29:00","2019-07-19 01:14:00","µg/m3",82.5346,27.9914
"Dang","pm25",20.1,"2019-07-18 19:37:00","2019-07-19 01:22:00","µg/m3",82.5346,27.9914
"Dang","pm25",18.7,"2019-07-18 19:48:00","2019-07-19 01:33:00","µg/m3",82.5346,27.9914
"Dang","pm25",17.9,"2019-07-18 19:59:00","2019-07-19 01:44:00","µg/m3",82.5346,27.9914
"Dang","pm25",19.1,"2019-07-18 20:09:00","2019-07-19 01:54:00","µg/m3",82.5346,27.9914
"Dang","pm25",19.6,"2019-07-18 20:19:00","2019-07-19 02:04:00","µg/m3",82.5346,27.9914
"Dang","pm25",18.9,"2019-07-18 20:29:00","2019-07-19 02:14:00","µg/m3",82.5346,27.9914
"Dang","pm25",19.6,"2019-07-18 20:39:00","2019-07-19 02:24:00","µg/m3",82.5346,27.9914
"Dang","pm25",23.5,"2019-07-18 20:48:00","2019-07-19 02:33:00","µg/m3",82.5346,27.9914
"Dang","pm25",20.5,"2019-07-18 20:59:00","2019-07-19 02:44:00","µg/m3",82.5346,27.9914
"Dang","pm25",18.7,"2019-07-18 21:09:00","2019-07-19 02:54:00","µg/m3",82.5346,27.9914
"Dang","pm25",18.8,"2019-07-18 21:17:00","2019-07-19 03:02:00","µg/m3",82.5346,27.9914
"Dang","pm25",19.9,"2019-07-18 21:47:00","2019-07-19 03:32:00","µg/m3",82.5346,27.9914
"Dang","pm25",23.1,"2019-07-18 21:59:00","2019-07-19 03:44:00","µg/m3",82.5346,27.9914
"Dang","pm25",20.3,"2019-07-18 22:09:00","2019-07-19 03:54:00","µg/m3",82.5346,27.9914
"Dang","pm25",19.7,"2019-07-18 22:17:00","2019-07-19 04:02:00","µg/m3",82.5346,27.9914
"Dang","pm25",20,"2019-07-18 22:29:00","2019-07-19 04:14:00","µg/m3",82.5346,27.9914
"Dang","pm25",20.3,"2019-07-18 22:39:00","2019-07-19 04:24:00","µg/m3",82.5346,27.9914
"Dang","pm25",23.5,"2019-07-18 22:47:00","2019-07-19 04:32:00","µg/m3",82.5346,27.9914
"Dang","pm25",19.5,"2019-07-18 22:59:00","2019-07-19 04:44:00","µg/m3",82.5346,27.9914
"Dang","pm25",21.3,"2019-07-18 23:09:00","2019-07-19 04:54:00","µg/m3",82.5346,27.9914
"Dang","pm25",22,"2019-07-18 23:17:00","2019-07-19 05:02:00","µg/m3",82.5346,27.9914
"Dang","pm25",15.9,"2019-07-18 23:29:00","2019-07-19 05:14:00","µg/m3",82.5346,27.9914
"Dang","pm25",16.5,"2019-07-18 23:39:00","2019-07-19 05:24:00","µg/m3",82.5346,27.9914
"Dang","pm25",12.5,"2019-07-18 23:47:00","2019-07-19 05:32:00","µg/m3",82.5346,27.9914
"Dang","pm25",26.5,"2019-07-19 00:09:00","2019-07-19 05:54:00","µg/m3",82.5346,27.9914
"Dang","pm25",22.9,"2019-07-19 00:18:00","2019-07-19 06:03:00","µg/m3",82.5346,27.9914
"Dang","pm25",26,"2019-07-19 00:29:00","2019-07-19 06:14:00","µg/m3",82.5346,27.9914
"Dang","pm25",25.9,"2019-07-19 00:39:00","2019-07-19 06:24:00","µg/m3",82.5346,27.9914
"Dang","pm25",29.1,"2019-07-19 00:48:00","2019-07-19 06:33:00","µg/m3",82.5346,27.9914
"Dang","pm25",27.6,"2019-07-19 00:59:00","2019-07-19 06:44:00","µg/m3",82.5346,27.9914
"Dang","pm25",28.1,"2019-07-19 01:09:00","2019-07-19 06:54:00","µg/m3",82.5346,27.9914
"Dang","pm25",36.2,"2019-07-19 01:18:00","2019-07-19 07:03:00","µg/m3",82.5346,27.9914
"Dang","pm25",25.8,"2019-07-19 01:27:00","2019-07-19 07:12:00","µg/m3",82.5346,27.9914
"Dang","pm25",28.2,"2019-07-19 01:39:00","2019-07-19 07:24:00","µg/m3",82.5346,27.9914
"Dang","pm25",24.5,"2019-07-19 01:48:00","2019-07-19 07:33:00","µg/m3",82.5346,27.9914
"Dang","pm25",36,"2019-07-19 01:59:00","2019-07-19 07:44:00","µg/m3",82.5346,27.9914
"Dang","pm25",30,"2019-07-19 02:09:00","2019-07-19 07:54:00","µg/m3",82.5346,27.9914
"Dang","pm25",29.4,"2019-07-19 02:18:00","2019-07-19 08:03:00","µg/m3",82.5346,27.9914
"Dang","pm25",26.8,"2019-07-19 02:29:00","2019-07-19 08:14:00","µg/m3",82.5346,27.9914
"Dang","pm25",28.3,"2019-07-19 02:39:00","2019-07-19 08:24:00","µg/m3",82.5346,27.9914
