"stationName","parameters","value","datetime_UTC","localDateTime","unit","longitude","latitude"
"Ratnapark, Kathmandu","tsp",31.8,"2019-05-27 06:48:00","2019-05-27 12:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",27.4,"2019-05-27 06:58:00","2019-05-27 12:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",31.1,"2019-05-27 07:09:00","2019-05-27 12:54:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",37.9,"2019-05-27 07:18:00","2019-05-27 13:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",74.5,"2019-05-27 07:28:00","2019-05-27 13:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",25.6,"2019-05-27 07:39:00","2019-05-27 13:24:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",57.6,"2019-05-27 07:49:00","2019-05-27 13:34:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",26.8,"2019-05-27 07:58:00","2019-05-27 13:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",45.6,"2019-05-27 08:08:00","2019-05-27 13:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",48.9,"2019-05-27 08:18:00","2019-05-27 14:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",36.8,"2019-05-27 08:28:00","2019-05-27 14:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33.2,"2019-05-27 08:39:00","2019-05-27 14:24:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",42,"2019-05-27 08:48:00","2019-05-27 14:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",22.5,"2019-05-27 08:58:00","2019-05-27 14:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",52,"2019-05-27 09:08:00","2019-05-27 14:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",48.6,"2019-05-27 09:18:00","2019-05-27 15:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",21,"2019-05-27 09:28:00","2019-05-27 15:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",24.4,"2019-05-27 09:39:00","2019-05-27 15:24:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33,"2019-05-27 09:48:00","2019-05-27 15:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",51.3,"2019-05-27 09:58:00","2019-05-27 15:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",24.2,"2019-05-27 10:08:00","2019-05-27 15:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",32.1,"2019-05-27 10:18:00","2019-05-27 16:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",32.9,"2019-05-27 10:30:00","2019-05-27 16:15:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",40.7,"2019-05-27 10:38:00","2019-05-27 16:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33.3,"2019-05-27 10:49:00","2019-05-27 16:34:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",81.6,"2019-05-27 10:58:00","2019-05-27 16:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",40.4,"2019-05-27 11:08:00","2019-05-27 16:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",58.4,"2019-05-27 11:18:00","2019-05-27 17:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",48.9,"2019-05-27 11:28:00","2019-05-27 17:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",36.9,"2019-05-27 11:38:00","2019-05-27 17:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",37.4,"2019-05-27 11:48:00","2019-05-27 17:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",64.4,"2019-05-27 11:58:00","2019-05-27 17:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",34.3,"2019-05-27 12:08:00","2019-05-27 17:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",62.1,"2019-05-27 12:18:00","2019-05-27 18:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33.7,"2019-05-27 12:28:00","2019-05-27 18:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",42.7,"2019-05-27 12:38:00","2019-05-27 18:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",31.5,"2019-05-27 12:48:00","2019-05-27 18:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33.9,"2019-05-27 12:58:00","2019-05-27 18:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",22,"2019-05-27 13:08:00","2019-05-27 18:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",26.7,"2019-05-27 13:18:00","2019-05-27 19:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",29.3,"2019-05-27 13:28:00","2019-05-27 19:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",40.2,"2019-05-27 13:38:00","2019-05-27 19:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",37,"2019-05-27 13:48:00","2019-05-27 19:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",38.4,"2019-05-27 13:58:00","2019-05-27 19:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",37,"2019-05-27 14:08:00","2019-05-27 19:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",59.9,"2019-05-27 14:18:00","2019-05-27 20:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",42.9,"2019-05-27 14:28:00","2019-05-27 20:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",32.2,"2019-05-27 14:38:00","2019-05-27 20:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",37.8,"2019-05-27 14:48:00","2019-05-27 20:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",52.3,"2019-05-27 14:58:00","2019-05-27 20:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",42,"2019-05-27 15:08:00","2019-05-27 20:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",73.8,"2019-05-27 15:18:00","2019-05-27 21:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",44.2,"2019-05-27 15:28:00","2019-05-27 21:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",40.4,"2019-05-27 15:38:00","2019-05-27 21:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",43.2,"2019-05-27 15:48:00","2019-05-27 21:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",44.2,"2019-05-27 15:58:00","2019-05-27 21:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",40.6,"2019-05-27 16:08:00","2019-05-27 21:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",39.1,"2019-05-27 16:18:00","2019-05-27 22:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",83,"2019-05-27 16:29:00","2019-05-27 22:14:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",41,"2019-05-27 16:38:00","2019-05-27 22:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",79.9,"2019-05-27 16:48:00","2019-05-27 22:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",74.6,"2019-05-27 16:58:00","2019-05-27 22:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",78.6,"2019-05-27 17:08:00","2019-05-27 22:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",62.8,"2019-05-27 17:18:00","2019-05-27 23:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",48.8,"2019-05-27 17:28:00","2019-05-27 23:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",75.1,"2019-05-27 17:38:00","2019-05-27 23:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",65.8,"2019-05-27 17:48:00","2019-05-27 23:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",38.6,"2019-05-27 17:58:00","2019-05-27 23:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",34.6,"2019-05-27 18:08:00","2019-05-27 23:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",86.8,"2019-05-27 18:18:00","2019-05-28 00:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",60.2,"2019-05-27 18:28:00","2019-05-28 00:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",122.4,"2019-05-27 18:38:00","2019-05-28 00:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",61.3,"2019-05-27 18:48:00","2019-05-28 00:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",62.8,"2019-05-27 18:58:00","2019-05-28 00:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",87.7,"2019-05-27 19:08:00","2019-05-28 00:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",45.9,"2019-05-27 19:18:00","2019-05-28 01:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",44.4,"2019-05-27 19:28:00","2019-05-28 01:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",56.1,"2019-05-27 19:38:00","2019-05-28 01:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",62,"2019-05-27 19:49:00","2019-05-28 01:34:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",57.9,"2019-05-27 19:58:00","2019-05-28 01:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",66.1,"2019-05-27 20:08:00","2019-05-28 01:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",48,"2019-05-27 20:18:00","2019-05-28 02:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",71,"2019-05-27 20:28:00","2019-05-28 02:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",45.1,"2019-05-27 20:38:00","2019-05-28 02:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",49.3,"2019-05-27 20:48:00","2019-05-28 02:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",78.3,"2019-05-27 20:58:00","2019-05-28 02:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",55.4,"2019-05-27 21:08:00","2019-05-28 02:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",51,"2019-05-27 21:18:00","2019-05-28 03:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",48.9,"2019-05-27 21:28:00","2019-05-28 03:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",56.9,"2019-05-27 21:38:00","2019-05-28 03:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",65.6,"2019-05-27 21:48:00","2019-05-28 03:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",72.2,"2019-05-27 21:58:00","2019-05-28 03:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",62.3,"2019-05-27 22:08:00","2019-05-28 03:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",58.1,"2019-05-27 22:18:00","2019-05-28 04:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",44.7,"2019-05-27 22:28:00","2019-05-28 04:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",63.9,"2019-05-27 22:38:00","2019-05-28 04:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",52.7,"2019-05-27 22:48:00","2019-05-28 04:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",70.7,"2019-05-27 22:58:00","2019-05-28 04:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",60.5,"2019-05-27 23:08:00","2019-05-28 04:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",55.2,"2019-05-27 23:18:00","2019-05-28 05:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",67,"2019-05-27 23:28:00","2019-05-28 05:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",109,"2019-05-27 23:38:00","2019-05-28 05:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",118.8,"2019-05-27 23:48:00","2019-05-28 05:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",81.7,"2019-05-27 23:58:00","2019-05-28 05:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",108.5,"2019-05-28 00:09:00","2019-05-28 05:54:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",276.5,"2019-05-28 00:18:00","2019-05-28 06:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",116.9,"2019-05-28 00:28:00","2019-05-28 06:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",82.8,"2019-05-28 00:38:00","2019-05-28 06:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",100.2,"2019-05-28 00:48:00","2019-05-28 06:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",140.1,"2019-05-28 00:58:00","2019-05-28 06:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",127.7,"2019-05-28 01:08:00","2019-05-28 06:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",65.9,"2019-05-28 01:18:00","2019-05-28 07:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",86,"2019-05-28 01:28:00","2019-05-28 07:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",73.8,"2019-05-28 01:38:00","2019-05-28 07:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",65.6,"2019-05-28 01:48:00","2019-05-28 07:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",62,"2019-05-28 01:58:00","2019-05-28 07:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",74.4,"2019-05-28 02:08:00","2019-05-28 07:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",52.8,"2019-05-28 02:18:00","2019-05-28 08:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",65.8,"2019-05-28 02:28:00","2019-05-28 08:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",130.4,"2019-05-28 02:38:00","2019-05-28 08:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",44.8,"2019-05-28 02:48:00","2019-05-28 08:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",64.5,"2019-05-28 02:58:00","2019-05-28 08:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",61.8,"2019-05-28 03:08:00","2019-05-28 08:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",71.5,"2019-05-28 03:18:00","2019-05-28 09:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",116.4,"2019-05-28 03:28:00","2019-05-28 09:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",56.1,"2019-05-28 03:38:00","2019-05-28 09:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",61.4,"2019-05-28 03:48:00","2019-05-28 09:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",62.3,"2019-05-28 04:00:00","2019-05-28 09:45:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",45.7,"2019-05-28 04:08:00","2019-05-28 09:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",127.4,"2019-05-28 04:18:00","2019-05-28 10:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",60.2,"2019-05-28 04:29:00","2019-05-28 10:14:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",116,"2019-05-28 04:38:00","2019-05-28 10:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",49.5,"2019-05-28 04:48:00","2019-05-28 10:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",53.3,"2019-05-28 04:59:00","2019-05-28 10:44:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",42.3,"2019-05-28 05:08:00","2019-05-28 10:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",80.3,"2019-05-28 05:19:00","2019-05-28 11:04:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",92.1,"2019-05-28 05:34:00","2019-05-28 11:19:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",83.8,"2019-05-28 05:38:00","2019-05-28 11:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",71.7,"2019-05-28 05:48:00","2019-05-28 11:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",78.7,"2019-05-28 06:04:00","2019-05-28 11:49:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",49.3,"2019-05-28 06:12:00","2019-05-28 11:57:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",68.3,"2019-05-28 06:18:00","2019-05-28 12:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",74.6,"2019-05-28 06:28:00","2019-05-28 12:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",62.5,"2019-05-28 06:39:00","2019-05-28 12:24:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",230.7,"2019-05-28 06:48:00","2019-05-28 12:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",52.5,"2019-05-28 06:58:00","2019-05-28 12:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",44.6,"2019-05-28 07:09:00","2019-05-28 12:54:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",41.7,"2019-05-28 07:19:00","2019-05-28 13:04:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33.6,"2019-05-28 07:28:00","2019-05-28 13:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",37.5,"2019-05-28 07:39:00","2019-05-28 13:24:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",26.5,"2019-05-28 07:49:00","2019-05-28 13:34:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",45.6,"2019-05-28 07:59:00","2019-05-28 13:44:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33.6,"2019-05-28 08:08:00","2019-05-28 13:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",22.5,"2019-05-28 08:18:00","2019-05-28 14:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",60.3,"2019-05-28 08:29:00","2019-05-28 14:14:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",35.8,"2019-05-28 08:38:00","2019-05-28 14:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",51.1,"2019-05-28 08:49:00","2019-05-28 14:34:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",39.1,"2019-05-28 08:58:00","2019-05-28 14:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",34.4,"2019-05-28 09:08:00","2019-05-28 14:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",54.7,"2019-05-28 09:19:00","2019-05-28 15:04:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",35.8,"2019-05-28 09:38:00","2019-05-28 15:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",50.3,"2019-05-28 09:49:00","2019-05-28 15:34:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33.8,"2019-05-28 09:59:00","2019-05-28 15:44:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",105.2,"2019-05-28 10:08:00","2019-05-28 15:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",41.8,"2019-05-28 10:18:00","2019-05-28 16:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",100.2,"2019-05-28 10:29:00","2019-05-28 16:14:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",42.7,"2019-05-28 10:38:00","2019-05-28 16:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",22.4,"2019-05-28 10:49:00","2019-05-28 16:34:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",53.2,"2019-05-28 10:58:00","2019-05-28 16:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",48.3,"2019-05-28 11:08:00","2019-05-28 16:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",25.7,"2019-05-28 11:18:00","2019-05-28 17:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",30.3,"2019-05-28 11:28:00","2019-05-28 17:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",30,"2019-05-28 11:38:00","2019-05-28 17:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",27.1,"2019-05-28 11:48:00","2019-05-28 17:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",29.8,"2019-05-28 11:58:00","2019-05-28 17:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",29.1,"2019-05-28 12:09:00","2019-05-28 17:54:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",34.6,"2019-05-28 12:18:00","2019-05-28 18:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",27,"2019-05-28 12:28:00","2019-05-28 18:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",42.9,"2019-05-28 12:38:00","2019-05-28 18:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",66.4,"2019-05-28 12:48:00","2019-05-28 18:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",19.7,"2019-05-28 12:58:00","2019-05-28 18:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",36.6,"2019-05-28 13:08:00","2019-05-28 18:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",30.8,"2019-05-28 13:18:00","2019-05-28 19:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",35.6,"2019-05-28 13:29:00","2019-05-28 19:14:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",35.9,"2019-05-28 13:38:00","2019-05-28 19:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",36.1,"2019-05-28 13:48:00","2019-05-28 19:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",40.1,"2019-05-28 13:58:00","2019-05-28 19:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",40.8,"2019-05-28 14:08:00","2019-05-28 19:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33.7,"2019-05-28 14:18:00","2019-05-28 20:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",33.2,"2019-05-28 14:28:00","2019-05-28 20:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",43.4,"2019-05-28 14:48:00","2019-05-28 20:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",41.9,"2019-05-28 14:58:00","2019-05-28 20:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",66.5,"2019-05-28 15:08:00","2019-05-28 20:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",50.9,"2019-05-28 15:18:00","2019-05-28 21:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",34.1,"2019-05-28 15:28:00","2019-05-28 21:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",63.2,"2019-05-28 15:38:00","2019-05-28 21:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",47.8,"2019-05-28 15:48:00","2019-05-28 21:33:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",41.3,"2019-05-28 15:58:00","2019-05-28 21:43:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",47.2,"2019-05-28 16:08:00","2019-05-28 21:53:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",41,"2019-05-28 16:18:00","2019-05-28 22:03:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",74.5,"2019-05-28 16:28:00","2019-05-28 22:13:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",53.3,"2019-05-28 16:38:00","2019-05-28 22:23:00","µg/m3",85.31,27.7
"Ratnapark, Kathmandu","tsp",34.3,"2019-05-28 16:48:00","2019-05-28 22:33:00","µg/m3",85.31,27.7
