"stationName","parameters","value","datetime_UTC","localDateTime","unit","longitude","latitude"
"Bhaisipati, KTM","tsp",584,"2019-06-09 03:47:00","2019-06-09 09:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",133,"2019-06-09 03:57:00","2019-06-09 09:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",166,"2019-06-09 04:07:00","2019-06-09 09:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",318,"2019-06-09 04:17:00","2019-06-09 10:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",148,"2019-06-09 04:29:00","2019-06-09 10:14:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",217,"2019-06-09 04:37:00","2019-06-09 10:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",115,"2019-06-09 04:47:00","2019-06-09 10:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",149,"2019-06-09 04:57:00","2019-06-09 10:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",263,"2019-06-09 05:07:00","2019-06-09 10:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",96,"2019-06-09 05:17:00","2019-06-09 11:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",100,"2019-06-09 05:39:00","2019-06-09 11:24:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",156,"2019-06-09 05:47:00","2019-06-09 11:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",141,"2019-06-09 05:57:00","2019-06-09 11:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",121,"2019-06-09 06:27:00","2019-06-09 12:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",320,"2019-06-09 06:39:00","2019-06-09 12:24:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",214,"2019-06-09 06:49:00","2019-06-09 12:34:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",370,"2019-06-09 06:59:00","2019-06-09 12:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",338,"2019-06-09 07:05:00","2019-06-09 12:50:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",114,"2019-06-09 07:17:00","2019-06-09 13:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",264,"2019-06-09 07:25:00","2019-06-09 13:10:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",281,"2019-06-09 07:39:00","2019-06-09 13:24:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",368,"2019-06-09 07:49:00","2019-06-09 13:34:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",228,"2019-06-09 07:59:00","2019-06-09 13:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",106,"2019-06-09 08:07:00","2019-06-09 13:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",791,"2019-06-09 08:17:00","2019-06-09 14:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",171,"2019-06-09 08:27:00","2019-06-09 14:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",203,"2019-06-09 08:39:00","2019-06-09 14:24:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",231,"2019-06-09 08:47:00","2019-06-09 14:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",141,"2019-06-09 08:59:00","2019-06-09 14:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",232,"2019-06-09 09:07:00","2019-06-09 14:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",381,"2019-06-09 09:17:00","2019-06-09 15:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",626,"2019-06-09 09:39:00","2019-06-09 15:24:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",1958,"2019-06-09 09:47:00","2019-06-09 15:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",1393,"2019-06-09 09:59:00","2019-06-09 15:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",214,"2019-06-09 10:07:00","2019-06-09 15:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",133,"2019-06-09 10:17:00","2019-06-09 16:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",572,"2019-06-09 10:27:00","2019-06-09 16:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",465,"2019-06-09 10:39:00","2019-06-09 16:24:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",375,"2019-06-09 10:49:00","2019-06-09 16:34:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",259,"2019-06-09 10:59:00","2019-06-09 16:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",792,"2019-06-09 11:07:00","2019-06-09 16:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",1074,"2019-06-09 11:17:00","2019-06-09 17:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",372,"2019-06-09 11:27:00","2019-06-09 17:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",469,"2019-06-09 11:39:00","2019-06-09 17:24:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",1223,"2019-06-09 11:49:00","2019-06-09 17:34:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",169,"2019-06-09 11:59:00","2019-06-09 17:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",721,"2019-06-09 12:07:00","2019-06-09 17:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",835,"2019-06-09 12:17:00","2019-06-09 18:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",536,"2019-06-09 12:27:00","2019-06-09 18:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",312,"2019-06-09 12:37:00","2019-06-09 18:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",232,"2019-06-09 12:49:00","2019-06-09 18:34:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",146,"2019-06-09 12:59:00","2019-06-09 18:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",382,"2019-06-09 13:09:00","2019-06-09 18:54:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",112,"2019-06-09 13:17:00","2019-06-09 19:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",318,"2019-06-09 13:37:00","2019-06-09 19:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",110,"2019-06-09 13:48:00","2019-06-09 19:33:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",98,"2019-06-09 13:59:00","2019-06-09 19:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",145,"2019-06-09 14:09:00","2019-06-09 19:54:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",513,"2019-06-09 14:17:00","2019-06-09 20:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",216,"2019-06-09 14:27:00","2019-06-09 20:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",473,"2019-06-09 14:37:00","2019-06-09 20:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",178,"2019-06-09 14:42:00","2019-06-09 20:27:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",99,"2019-06-09 14:59:00","2019-06-09 20:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",105,"2019-06-09 15:07:00","2019-06-09 20:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",194,"2019-06-09 15:19:00","2019-06-09 21:04:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",169,"2019-06-09 15:37:00","2019-06-09 21:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",163,"2019-06-09 15:42:00","2019-06-09 21:27:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",249,"2019-06-09 15:57:00","2019-06-09 21:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",213,"2019-06-09 16:08:00","2019-06-09 21:53:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",111,"2019-06-09 16:19:00","2019-06-09 22:04:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",147,"2019-06-09 16:27:00","2019-06-09 22:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",415,"2019-06-09 16:37:00","2019-06-09 22:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",252,"2019-06-09 16:47:00","2019-06-09 22:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",93,"2019-06-09 16:57:00","2019-06-09 22:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",82,"2019-06-09 17:07:00","2019-06-09 22:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",102,"2019-06-09 17:19:00","2019-06-09 23:04:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",83,"2019-06-09 17:27:00","2019-06-09 23:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",95,"2019-06-09 17:47:00","2019-06-09 23:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",96,"2019-06-09 17:57:00","2019-06-09 23:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",85,"2019-06-09 18:08:00","2019-06-09 23:53:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",114,"2019-06-09 18:17:00","2019-06-10 00:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",117,"2019-06-09 18:27:00","2019-06-10 00:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",82,"2019-06-09 19:07:00","2019-06-10 00:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",85,"2019-06-09 19:17:00","2019-06-10 01:02:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",123,"2019-06-09 19:37:00","2019-06-10 01:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",341,"2019-06-09 19:47:00","2019-06-10 01:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",181,"2019-06-09 19:57:00","2019-06-10 01:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",122,"2019-06-09 20:09:00","2019-06-10 01:54:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",162,"2019-06-09 20:29:00","2019-06-10 02:14:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",210,"2019-06-09 20:35:00","2019-06-10 02:20:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",252,"2019-06-09 20:47:00","2019-06-10 02:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",183,"2019-06-09 20:55:00","2019-06-10 02:40:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",111,"2019-06-09 21:09:00","2019-06-10 02:54:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",122,"2019-06-09 21:15:00","2019-06-10 03:00:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",208,"2019-06-09 21:29:00","2019-06-10 03:14:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",126,"2019-06-09 21:37:00","2019-06-10 03:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",95,"2019-06-09 21:47:00","2019-06-10 03:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",110,"2019-06-09 21:57:00","2019-06-10 03:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",124,"2019-06-09 22:09:00","2019-06-10 03:54:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",115,"2019-06-09 22:19:00","2019-06-10 04:04:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",118,"2019-06-09 22:29:00","2019-06-10 04:14:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",129,"2019-06-09 22:37:00","2019-06-10 04:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",113,"2019-06-09 22:47:00","2019-06-10 04:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",117,"2019-06-09 22:57:00","2019-06-10 04:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",127,"2019-06-09 23:07:00","2019-06-10 04:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",123,"2019-06-09 23:19:00","2019-06-10 05:04:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",111,"2019-06-09 23:37:00","2019-06-10 05:22:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",107,"2019-06-09 23:47:00","2019-06-10 05:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",105,"2019-06-09 23:59:00","2019-06-10 05:44:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",100,"2019-06-10 00:19:00","2019-06-10 06:04:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",116,"2019-06-10 00:27:00","2019-06-10 06:12:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",111,"2019-06-10 00:39:00","2019-06-10 06:24:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",138,"2019-06-10 00:47:00","2019-06-10 06:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",136,"2019-06-10 00:57:00","2019-06-10 06:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",130,"2019-06-10 01:07:00","2019-06-10 06:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",131,"2019-06-10 01:18:00","2019-06-10 07:03:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",119,"2019-06-10 01:39:00","2019-06-10 07:24:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",173,"2019-06-10 01:47:00","2019-06-10 07:32:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",162,"2019-06-10 01:57:00","2019-06-10 07:42:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",129,"2019-06-10 02:07:00","2019-06-10 07:52:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",135,"2019-06-10 02:19:00","2019-06-10 08:04:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",267,"2019-06-19 11:30:00","2019-06-19 17:15:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",130,"2019-06-19 14:25:00","2019-06-19 20:10:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",139,"2019-06-19 14:38:00","2019-06-19 20:23:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",103,"2019-06-19 14:48:00","2019-06-19 20:33:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",105,"2019-06-19 14:58:00","2019-06-19 20:43:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",109,"2019-06-19 15:08:00","2019-06-19 20:53:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",89,"2019-06-19 15:18:00","2019-06-19 21:03:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",112,"2019-06-19 15:28:00","2019-06-19 21:13:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",136,"2019-06-19 15:38:00","2019-06-19 21:23:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",109,"2019-06-19 15:48:00","2019-06-19 21:33:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",124,"2019-06-19 15:58:00","2019-06-19 21:43:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",125,"2019-06-19 16:06:00","2019-06-19 21:51:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",96,"2019-06-19 16:18:00","2019-06-19 22:03:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",81,"2019-06-19 16:28:00","2019-06-19 22:13:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",67,"2019-06-19 16:38:00","2019-06-19 22:23:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",78,"2019-06-19 16:48:00","2019-06-19 22:33:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",69,"2019-06-19 16:58:00","2019-06-19 22:43:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",74,"2019-06-19 17:08:00","2019-06-19 22:53:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",70,"2019-06-19 17:18:00","2019-06-19 23:03:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",56,"2019-06-19 17:26:00","2019-06-19 23:11:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",52,"2019-06-19 17:38:00","2019-06-19 23:23:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",50,"2019-06-19 17:49:00","2019-06-19 23:34:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",70,"2019-06-19 17:58:00","2019-06-19 23:43:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",69,"2019-06-19 18:06:00","2019-06-19 23:51:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",60,"2019-06-19 18:18:00","2019-06-20 00:03:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",70,"2019-06-19 18:23:00","2019-06-20 00:08:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",63,"2019-06-19 18:46:00","2019-06-20 00:31:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",54,"2019-06-19 18:58:00","2019-06-20 00:43:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",51,"2019-06-19 19:08:00","2019-06-20 00:53:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",53,"2019-06-19 19:28:00","2019-06-20 01:13:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",49,"2019-06-19 19:38:00","2019-06-20 01:23:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",46,"2019-06-19 19:46:00","2019-06-20 01:31:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",48,"2019-06-19 19:58:00","2019-06-20 01:43:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",53,"2019-06-19 20:06:00","2019-06-20 01:51:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",57,"2019-06-19 20:18:00","2019-06-20 02:03:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",49,"2019-06-19 20:28:00","2019-06-20 02:13:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",44,"2019-06-19 20:38:00","2019-06-20 02:23:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",43,"2019-06-19 20:48:00","2019-06-20 02:33:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",40,"2019-06-19 20:58:00","2019-06-20 02:43:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",39,"2019-06-19 21:08:00","2019-06-20 02:53:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",40,"2019-06-19 21:18:00","2019-06-20 03:03:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",43,"2019-06-19 21:28:00","2019-06-20 03:13:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",44,"2019-06-19 21:38:00","2019-06-20 03:23:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",54,"2019-06-19 21:48:00","2019-06-20 03:33:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",64,"2019-06-19 21:58:00","2019-06-20 03:43:00","µg/m3",85.302252,27.65311
"Bhaisipati, KTM","tsp",49,"2019-06-19 22:08:00","2019-06-20 03:53:00","µg/m3",85.302252,27.65311
